案件ID,行程,メンバー,所属,チーム,月,時間
PJ-2023-I,クライアント実装,PTB-I0059,協力会社B,エンジニアリングチーム,2024-06,49.3
PJ-2023-I,ゲームバランス調整,EMP-I0016,自社,ゲームデザイン部,2024-06,5.4
PJ-2023-I,サーバ実装,EMP-I0030,自社,第1開発部,2024-06,123.8
PJ-2023-I,サーバ実装,EMP-I0039,自社,第2開発部,2024-06,92.7
PJ-2023-I,サーバ実装,PTA-I0053,協力会社A,開発支援チーム,2024-06,84.6
PJ-2023-I,シナリオ執筆,EMP-I0019,自社,ゲームデザイン部,2024-06,8.1
PJ-2023-I,ツール開発,EMP-I0031,自社,第1開発部,2024-06,58.9
PJ-2023-I,ツール開発,PTB-I0056,協力会社B,エンジニアリングチーム,2024-06,172.9
PJ-2023-I,デバッグ,EMP-I0129,自社,QA部,2024-06,176.8
PJ-2023-I,デバッグ,PTC-I0135,協力会社C,デバッグチーム,2024-06,102.6
PJ-2023-I,デバッグ,PTC-I0138,協力会社C,デバッグチーム,2024-06,39.3
PJ-2023-I,デバッグ,PTC-I0141,協力会社C,デバッグチーム,2024-06,58.2
PJ-2023-I,デバッグ,PTC-I0144,協力会社C,デバッグチーム,2024-06,180.4
PJ-2023-I,デバッグ,PTC-I0145,協力会社C,デバッグチーム,2024-06,35.2
PJ-2023-I,デバッグ,PTC-I0146,協力会社C,デバッグチーム,2024-06,47.2
PJ-2023-I,デバッグ,PTC-I0148,協力会社C,デバッグチーム,2024-06,83.4
PJ-2023-I,デバッグ,PTC-I0153,協力会社C,デバッグチーム,2024-06,229.5
PJ-2023-I,デバッグ,PTC-I0159,協力会社C,デバッグチーム,2024-06,143.5
PJ-2023-I,バトルデザイン,EMP-I0017,自社,ゲームデザイン部,2024-06,8.5
PJ-2023-I,プロジェクト管理,EMP-I0163,自社,PMO,2024-06,122.0
PJ-2023-I,ボイス収録,EMP-I0117,自社,サウンド部,2024-06,46.4
PJ-2023-I,レベルデザイン,EMP-I0015,自社,ゲームデザイン部,2024-06,8.3
PJ-2023-I,ローカライズQA,PTC-I0137,協力会社C,デバッグチーム,2024-06,107.4
PJ-2023-I,ローカライズQA,PTC-I0139,協力会社C,デバッグチーム,2024-06,164.0
PJ-2023-I,最適化,EMP-I0040,自社,第2開発部,2024-06,112.6
PJ-2023-I,最適化,PTB-I0055,協力会社B,エンジニアリングチーム,2024-06,103.3
PJ-2023-I,最適化,PTB-I0060,協力会社B,エンジニアリングチーム,2024-06,91.2
PJ-2023-I,移植対応,EMP-I0034,自社,第1開発部,2024-06,131.3
PJ-2023-I,移植対応,PTB-I0059,協力会社B,エンジニアリングチーム,2024-06,52.5
PJ-2023-I,背景モデリング,EMP-I0071,自社,アート部,2024-06,96.4
PJ-2023-I,背景モデリング,PTB-I0081,協力会社B,3DCGチーム,2024-06,74.6
PJ-2023-I,背景モデリング,PTB-I0096,協力会社B,3DCGチーム,2024-06,108.3
PJ-2023-I,進行管理,EMP-I0165,自社,PMO,2024-06,67.1
PJ-2023-I,2Dイラスト,PTC-I0107,協力会社C,2Dアートチーム,2024-07,102.6
PJ-2023-I,BGM制作,EMP-I0119,自社,サウンド部,2024-07,77.4
PJ-2023-I,QA計画・進行,PTC-I0133,協力会社C,デバッグチーム,2024-07,77.5
PJ-2023-I,QA計画・進行,PTC-I0137,協力会社C,デバッグチーム,2024-07,128.9
PJ-2023-I,QA計画・進行,PTC-I0153,協力会社C,デバッグチーム,2024-07,119.0
PJ-2023-I,SE制作,PTC-I0124,協力会社C,サウンドチーム,2024-07,63.8
PJ-2023-I,UIアート,PTB-I0078,協力会社B,3DCGチーム,2024-07,118.3
PJ-2023-I,アニメーション,EMP-I0067,自社,アート部,2024-07,162.8
PJ-2023-I,エフェクト,PTC-I0112,協力会社C,2Dアートチーム,2024-07,96.7
PJ-2023-I,エンジン開発,EMP-I0034,自社,第1開発部,2024-07,159.6
PJ-2023-I,キャラクターモデリング,PTB-I0085,協力会社B,3DCGチーム,2024-07,41.2
PJ-2023-I,キャラクターモデリング,PTB-I0091,協力会社B,3DCGチーム,2024-07,163.9
PJ-2023-I,クライアント実装,EMP-I0035,自社,第1開発部,2024-07,101.5
PJ-2023-I,クライアント実装,EMP-I0038,自社,第2開発部,2024-07,161.5
PJ-2023-I,クライアント実装,PTA-I0051,協力会社A,開発支援チーム,2024-07,119.5
PJ-2023-I,クライアント実装,PTB-I0058,協力会社B,エンジニアリングチーム,2024-07,57.5
PJ-2023-I,サーバ実装,EMP-I0026,自社,第1開発部,2024-07,113.7
PJ-2023-I,サーバ実装,PTA-I0052,協力会社A,開発支援チーム,2024-07,90.9
PJ-2023-I,シナリオ執筆,EMP-I0012,自社,ゲームデザイン部,2024-07,5.6
PJ-2023-I,ツール開発,EMP-I0029,自社,第1開発部,2024-07,130.9
PJ-2023-I,デバッグ,EMP-I0131,自社,QA部,2024-07,59.2
PJ-2023-I,デバッグ,PTC-I0142,協力会社C,デバッグチーム,2024-07,170.9
PJ-2023-I,デバッグ,PTC-I0144,協力会社C,デバッグチーム,2024-07,13.2
PJ-2023-I,デバッグ,PTC-I0151,協力会社C,デバッグチーム,2024-07,68.7
PJ-2023-I,デバッグ,PTC-I0152,協力会社C,デバッグチーム,2024-07,140.4
PJ-2023-I,デバッグ,PTC-I0154,協力会社C,デバッグチーム,2024-07,215.4
PJ-2023-I,デバッグ,PTC-I0155,協力会社C,デバッグチーム,2024-07,114.2
PJ-2023-I,バトルデザイン,EMP-I0019,自社,ゲームデザイン部,2024-07,4.9
PJ-2023-I,プロジェクト管理,EMP-I0164,自社,PMO,2024-07,133.7
PJ-2023-I,ボイス収録,EMP-I0117,自社,サウンド部,2024-07,35.8
PJ-2023-I,レベルデザイン,EMP-I0011,自社,ゲームデザイン部,2024-07,7.6
PJ-2023-I,ローカライズQA,PTC-I0134,協力会社C,デバッグチーム,2024-07,123.4
PJ-2023-I,ローカライズQA,PTC-I0151,協力会社C,デバッグチーム,2024-07,91.1
PJ-2023-I,最適化,EMP-I0026,自社,第1開発部,2024-07,118.2
PJ-2023-I,最適化,EMP-I0037,自社,第1開発部,2024-07,72.3
PJ-2023-I,移植対応,EMP-I0038,自社,第2開発部,2024-07,125.8
PJ-2023-I,背景モデリング,PTB-I0085,協力会社B,3DCGチーム,2024-07,96.3
PJ-2023-I,背景モデリング,PTB-I0095,協力会社B,3DCGチーム,2024-07,97.3
PJ-2023-I,進行管理,EMP-I0165,自社,PMO,2024-07,63.8
PJ-2023-I,2Dイラスト,PTB-I0089,協力会社B,3DCGチーム,2024-08,64.6
PJ-2023-I,BGM制作,PTC-I0120,協力会社C,サウンドチーム,2024-08,47.3
PJ-2023-I,QA計画・進行,PTC-I0143,協力会社C,デバッグチーム,2024-08,66.0
PJ-2023-I,QA計画・進行,PTC-I0146,協力会社C,デバッグチーム,2024-08,82.9
PJ-2023-I,QA計画・進行,PTC-I0156,協力会社C,デバッグチーム,2024-08,152.7
PJ-2023-I,SE制作,EMP-I0118,自社,サウンド部,2024-08,39.2
PJ-2023-I,UIアート,EMP-I0069,自社,アート部,2024-08,68.4
PJ-2023-I,アニメーション,PTB-I0088,協力会社B,3DCGチーム,2024-08,106.2
PJ-2023-I,エフェクト,PTC-I0109,協力会社C,2Dアートチーム,2024-08,56.1
PJ-2023-I,エンジン開発,EMP-I0030,自社,第1開発部,2024-08,133.8
PJ-2023-I,キャラクターモデリング,PTC-I0104,協力会社C,2Dアートチーム,2024-08,115.5
PJ-2023-I,クライアント実装,EMP-I0036,自社,第1開発部,2024-08,153.6
PJ-2023-I,クライアント実装,PTA-I0051,協力会社A,開発支援チーム,2024-08,106.1
PJ-2023-I,クライアント実装,PTA-I0052,協力会社A,開発支援チーム,2024-08,81.7
PJ-2023-I,サーバ実装,EMP-I0031,自社,第1開発部,2024-08,141.4
PJ-2023-I,ツール開発,EMP-I0030,自社,第1開発部,2024-08,105.6
PJ-2023-I,デバッグ,PTC-I0140,協力会社C,デバッグチーム,2024-08,80.7
PJ-2023-I,デバッグ,PTC-I0141,協力会社C,デバッグチーム,2024-08,44.8
PJ-2023-I,デバッグ,PTC-I0147,協力会社C,デバッグチーム,2024-08,44.0
PJ-2023-I,デバッグ,PTC-I0149,協力会社C,デバッグチーム,2024-08,51.1
PJ-2023-I,デバッグ,PTC-I0155,協力会社C,デバッグチーム,2024-08,83.7
PJ-2023-I,デバッグ,PTC-I0156,協力会社C,デバッグチーム,2024-08,107.1
PJ-2023-I,デバッグ,PTC-I0158,協力会社C,デバッグチーム,2024-08,249.8
PJ-2023-I,デバッグ,PTC-I0159,協力会社C,デバッグチーム,2024-08,180.3
PJ-2023-I,プロジェクト管理,EMP-I0162,自社,PMO,2024-08,106.5
PJ-2023-I,ボイス収録,PTC-I0121,協力会社C,サウンドチーム,2024-08,22.2
PJ-2023-I,ローカライズQA,PTC-I0145,協力会社C,デバッグチーム,2024-08,82.9
PJ-2023-I,ローカライズQA,PTC-I0150,協力会社C,デバッグチーム,2024-08,103.4
PJ-2023-I,最適化,PTB-I0056,協力会社B,エンジニアリングチーム,2024-08,129.4
PJ-2023-I,移植対応,PTA-I0053,協力会社A,開発支援チーム,2024-08,95.7
PJ-2023-I,背景モデリング,PTB-I0079,協力会社B,3DCGチーム,2024-08,132.9
PJ-2023-I,進行管理,EMP-I0166,自社,PMO,2024-08,58.4
PJ-2023-I,2Dイラスト,PTB-I0077,協力会社B,3DCGチーム,2024-09,51.9
PJ-2023-I,BGM制作,EMP-I0117,自社,サウンド部,2024-09,41.7
PJ-2023-I,QA計画・進行,PTC-I0136,協力会社C,デバッグチーム,2024-09,96.8
PJ-2023-I,QA計画・進行,PTC-I0145,協力会社C,デバッグチーム,2024-09,79.7
PJ-2023-I,QA計画・進行,PTC-I0150,協力会社C,デバッグチーム,2024-09,117.2
PJ-2023-I,QA計画・進行,PTC-I0152,協力会社C,デバッグチーム,2024-09,152.0
PJ-2023-I,SE制作,PTC-I0123,協力会社C,サウンドチーム,2024-09,29.3
PJ-2023-I,UIアート,PTB-I0087,協力会社B,3DCGチーム,2024-09,54.5
PJ-2023-I,アニメーション,EMP-I0076,自社,アート部,2024-09,80.9
PJ-2023-I,エフェクト,PTB-I0098,協力会社B,3DCGチーム,2024-09,55.0
PJ-2023-I,エンジン開発,EMP-I0037,自社,第1開発部,2024-09,91.1
PJ-2023-I,キャラクターモデリング,PTC-I0106,協力会社C,2Dアートチーム,2024-09,117.9
PJ-2023-I,クライアント実装,EMP-I0033,自社,第1開発部,2024-09,158.2
PJ-2023-I,クライアント実装,EMP-I0042,自社,第2開発部,2024-09,61.2
PJ-2023-I,サーバ実装,PTA-I0050,協力会社A,開発支援チーム,2024-09,104.7
PJ-2023-I,ツール開発,PTB-I0057,協力会社B,エンジニアリングチーム,2024-09,78.8
PJ-2023-I,デバッグ,EMP-I0130,自社,QA部,2024-09,88.0
PJ-2023-I,デバッグ,PTC-I0134,協力会社C,デバッグチーム,2024-09,123.8
PJ-2023-I,デバッグ,PTC-I0136,協力会社C,デバッグチーム,2024-09,106.3
PJ-2023-I,デバッグ,PTC-I0137,協力会社C,デバッグチーム,2024-09,117.6
PJ-2023-I,デバッグ,PTC-I0139,協力会社C,デバッグチーム,2024-09,132.4
PJ-2023-I,デバッグ,PTC-I0143,協力会社C,デバッグチーム,2024-09,246.7
PJ-2023-I,デバッグ,PTC-I0145,協力会社C,デバッグチーム,2024-09,148.9
PJ-2023-I,デバッグ,PTC-I0151,協力会社C,デバッグチーム,2024-09,50.7
PJ-2023-I,デバッグ,PTC-I0156,協力会社C,デバッグチーム,2024-09,41.4
PJ-2023-I,デバッグ,PTC-I0160,協力会社C,デバッグチーム,2024-09,95.9
PJ-2023-I,プロジェクト管理,EMP-I0162,自社,PMO,2024-09,92.5
PJ-2023-I,ボイス収録,PTC-I0122,協力会社C,サウンドチーム,2024-09,18.2
PJ-2023-I,ローカライズQA,PTC-I0136,協力会社C,デバッグチーム,2024-09,75.0
PJ-2023-I,ローカライズQA,PTC-I0137,協力会社C,デバッグチーム,2024-09,150.8
PJ-2023-I,ローカライズQA,PTC-I0139,協力会社C,デバッグチーム,2024-09,80.1
PJ-2023-I,最適化,PTA-I0048,協力会社A,開発支援チーム,2024-09,94.0
PJ-2023-I,移植対応,PTA-I0047,協力会社A,開発支援チーム,2024-09,65.7
PJ-2023-I,背景モデリング,PTC-I0102,協力会社C,2Dアートチーム,2024-09,87.2
PJ-2023-I,進行管理,EMP-I0163,自社,PMO,2024-09,59.9
PJ-2023-I,2Dイラスト,PTB-I0095,協力会社B,3DCGチーム,2024-10,22.8
PJ-2023-I,BGM制作,PTC-I0124,協力会社C,サウンドチーム,2024-10,18.4
PJ-2023-I,QA計画・進行,PTC-I0149,協力会社C,デバッグチーム,2024-10,193.4
PJ-2023-I,QA計画・進行,PTC-I0156,協力会社C,デバッグチーム,2024-10,125.1
PJ-2023-I,QA計画・進行,PTC-I0161,協力会社C,デバッグチーム,2024-10,65.1
PJ-2023-I,SE制作,PTC-I0124,協力会社C,サウンドチーム,2024-10,13.6
PJ-2023-I,UIアート,PTB-I0098,協力会社B,3DCGチーム,2024-10,22.5
PJ-2023-I,アニメーション,PTB-I0082,協力会社B,3DCGチーム,2024-10,30.4
PJ-2023-I,エフェクト,PTC-I0113,協力会社C,2Dアートチーム,2024-10,19.4
PJ-2023-I,エンジン開発,EMP-I0034,自社,第1開発部,2024-10,33.9
PJ-2023-I,キャラクターモデリング,PTB-I0094,協力会社B,3DCGチーム,2024-10,41.8
PJ-2023-I,クライアント実装,EMP-I0040,自社,第2開発部,2024-10,95.9
PJ-2023-I,サーバ実装,PTB-I0058,協力会社B,エンジニアリングチーム,2024-10,43.4
PJ-2023-I,ツール開発,EMP-I0028,自社,第1開発部,2024-10,31.5
PJ-2023-I,デバッグ,PTC-I0135,協力会社C,デバッグチーム,2024-10,156.9
PJ-2023-I,デバッグ,PTC-I0137,協力会社C,デバッグチーム,2024-10,64.2
PJ-2023-I,デバッグ,PTC-I0138,協力会社C,デバッグチーム,2024-10,45.6
PJ-2023-I,デバッグ,PTC-I0139,協力会社C,デバッグチーム,2024-10,83.1
PJ-2023-I,デバッグ,PTC-I0141,協力会社C,デバッグチーム,2024-10,83.4
PJ-2023-I,デバッグ,PTC-I0145,協力会社C,デバッグチーム,2024-10,143.7
PJ-2023-I,デバッグ,PTC-I0152,協力会社C,デバッグチーム,2024-10,66.8
PJ-2023-I,デバッグ,PTC-I0154,協力会社C,デバッグチーム,2024-10,90.2
PJ-2023-I,デバッグ,PTC-I0159,協力会社C,デバッグチーム,2024-10,228.5
PJ-2023-I,プロジェクト管理,EMP-I0167,自社,PMO,2024-10,74.2
PJ-2023-I,ボイス収録,PTC-I0123,協力会社C,サウンドチーム,2024-10,7.8
PJ-2023-I,ローカライズQA,EMP-I0131,自社,QA部,2024-10,148.9
PJ-2023-I,ローカライズQA,PTC-I0140,協力会社C,デバッグチーム,2024-10,86.1
PJ-2023-I,最適化,PTB-I0055,協力会社B,エンジニアリングチーム,2024-10,43.9
PJ-2023-I,移植対応,PTA-I0049,協力会社A,開発支援チーム,2024-10,25.1
PJ-2023-I,背景モデリング,PTB-I0096,協力会社B,3DCGチーム,2024-10,36.1
PJ-2023-I,進行管理,EMP-I0165,自社,PMO,2024-10,43.2
PJ-2024-J,シナリオ執筆,EMP-J0019,自社,ゲームデザイン部,2024-01,4.0
PJ-2024-J,バトルデザイン,EMP-J0017,自社,ゲームデザイン部,2024-01,4.3
PJ-2024-J,プロジェクト管理,EMP-J0130,自社,PMO,2024-01,8.4
PJ-2024-J,プロトタイプ制作,EMP-J0004,自社,企画部,2024-01,125.8
PJ-2024-J,レベルデザイン,EMP-J0013,自社,ゲームデザイン部,2024-01,5.8
PJ-2024-J,企画書作成,EMP-J0007,自社,企画部,2024-01,49.8
PJ-2024-J,企画立案,EMP-J0006,自社,企画部,2024-01,94.1
PJ-2024-J,市場調査,EMP-J0007,自社,企画部,2024-01,51.5
PJ-2024-J,進行管理,EMP-J0130,自社,PMO,2024-01,4.3
PJ-2024-J,UI/UX設計,EMP-J0015,自社,ゲームデザイン部,2024-02,16.4
PJ-2024-J,クライアント実装,EMP-J0023,自社,第1開発部,2024-02,4.6
PJ-2024-J,ゲームバランス調整,EMP-J0015,自社,ゲームデザイン部,2024-02,13.6
PJ-2024-J,シナリオ執筆,EMP-J0015,自社,ゲームデザイン部,2024-02,22.4
PJ-2024-J,バトルデザイン,EMP-J0018,自社,ゲームデザイン部,2024-02,21.4
PJ-2024-J,プロジェクト管理,EMP-J0129,自社,PMO,2024-02,33.3
PJ-2024-J,プロトタイプ制作,EMP-J0001,自社,企画部,2024-02,92.0
PJ-2024-J,プロトタイプ制作,EMP-J0005,自社,企画部,2024-02,125.8
PJ-2024-J,プロトタイプ制作,EMP-J0008,自社,企画部,2024-02,93.9
PJ-2024-J,レベルデザイン,EMP-J0017,自社,ゲームデザイン部,2024-02,28.7
PJ-2024-J,企画書作成,EMP-J0004,自社,企画部,2024-02,109.2
PJ-2024-J,企画立案,EMP-J0006,自社,企画部,2024-02,113.1
PJ-2024-J,企画立案,EMP-J0008,自社,企画部,2024-02,111.9
PJ-2024-J,市場調査,EMP-J0007,自社,企画部,2024-02,127.9
PJ-2024-J,進行管理,EMP-J0127,自社,PMO,2024-02,16.3
PJ-2024-J,UI/UX設計,EMP-J0016,自社,ゲームデザイン部,2024-03,34.6
PJ-2024-J,エンジン開発,EMP-J0030,自社,第1開発部,2024-03,8.7
PJ-2024-J,クライアント実装,EMP-J0027,自社,第1開発部,2024-03,22.6
PJ-2024-J,ゲームバランス調整,EMP-J0019,自社,ゲームデザイン部,2024-03,39.1
PJ-2024-J,サーバ実装,EMP-J0036,自社,第1開発部,2024-03,9.7
PJ-2024-J,シナリオ執筆,EMP-J0009,自社,ゲームデザイン部,2024-03,56.8
PJ-2024-J,ツール開発,EMP-J0031,自社,第1開発部,2024-03,6.0
PJ-2024-J,バトルデザイン,EMP-J0016,自社,ゲームデザイン部,2024-03,55.3
PJ-2024-J,プロジェクト管理,EMP-J0132,自社,PMO,2024-03,66.3
PJ-2024-J,プロトタイプ制作,EMP-J0001,自社,企画部,2024-03,70.9
PJ-2024-J,プロトタイプ制作,EMP-J0002,自社,企画部,2024-03,101.1
PJ-2024-J,プロトタイプ制作,EMP-J0003,自社,企画部,2024-03,220.9
PJ-2024-J,プロトタイプ制作,EMP-J0005,自社,企画部,2024-03,85.0
PJ-2024-J,レベルデザイン,EMP-J0012,自社,ゲームデザイン部,2024-03,64.9
PJ-2024-J,企画書作成,EMP-J0001,自社,企画部,2024-03,92.3
PJ-2024-J,企画書作成,EMP-J0005,自社,企画部,2024-03,77.7
PJ-2024-J,企画立案,EMP-J0004,自社,企画部,2024-03,190.3
PJ-2024-J,企画立案,EMP-J0006,自社,企画部,2024-03,100.6
PJ-2024-J,企画立案,EMP-J0008,自社,企画部,2024-03,79.8
PJ-2024-J,市場調査,EMP-J0003,自社,企画部,2024-03,106.9
PJ-2024-J,市場調査,EMP-J0005,自社,企画部,2024-03,66.4
PJ-2024-J,最適化,PTA-J0048,協力会社A,開発支援チーム,2024-03,9.6
PJ-2024-J,移植対応,EMP-J0035,自社,第1開発部,2024-03,5.6
PJ-2024-J,進行管理,EMP-J0129,自社,PMO,2024-03,41.8
PJ-2024-J,2Dイラスト,PTB-J0075,協力会社B,3DCGチーム,2024-04,5.4
PJ-2024-J,UI/UX設計,EMP-J0018,自社,ゲームデザイン部,2024-04,59.3
PJ-2024-J,UIアート,EMP-J0053,自社,アート部,2024-04,5.2
PJ-2024-J,アニメーション,EMP-J0055,自社,アート部,2024-04,8.0
PJ-2024-J,エフェクト,EMP-J0060,自社,アート部,2024-04,5.4
PJ-2024-J,エンジン開発,EMP-J0026,自社,第1開発部,2024-04,15.0
PJ-2024-J,キャラクターモデリング,PTB-J0071,協力会社B,3DCGチーム,2024-04,11.9
PJ-2024-J,クライアント実装,PTA-J0043,協力会社A,開発支援チーム,2024-04,47.1
PJ-2024-J,ゲームバランス調整,EMP-J0016,自社,ゲームデザイン部,2024-04,68.8
PJ-2024-J,サーバ実装,EMP-J0034,自社,第1開発部,2024-04,18.4
PJ-2024-J,シナリオ執筆,PTA-J0020,協力会社A,GDチーム,2024-04,87.4
PJ-2024-J,ツール開発,EMP-J0023,自社,第1開発部,2024-04,12.9
PJ-2024-J,バトルデザイン,EMP-J0010,自社,ゲームデザイン部,2024-04,91.8
PJ-2024-J,プロジェクト管理,EMP-J0127,自社,PMO,2024-04,94.1
PJ-2024-J,プロトタイプ制作,EMP-J0002,自社,企画部,2024-04,145.4
PJ-2024-J,プロトタイプ制作,EMP-J0003,自社,企画部,2024-04,77.0
PJ-2024-J,プロトタイプ制作,EMP-J0004,自社,企画部,2024-04,139.4
PJ-2024-J,プロトタイプ制作,EMP-J0006,自社,企画部,2024-04,174.0
PJ-2024-J,プロトタイプ制作,EMP-J0007,自社,企画部,2024-04,37.8
PJ-2024-J,レベルデザイン,EMP-J0016,自社,ゲームデザイン部,2024-04,122.2
PJ-2024-J,企画書作成,EMP-J0001,自社,企画部,2024-04,69.6
PJ-2024-J,企画書作成,EMP-J0007,自社,企画部,2024-04,139.3
PJ-2024-J,企画立案,EMP-J0001,自社,企画部,2024-04,51.6
PJ-2024-J,企画立案,EMP-J0005,自社,企画部,2024-04,185.3
PJ-2024-J,企画立案,EMP-J0006,自社,企画部,2024-04,74.0
PJ-2024-J,企画立案,EMP-J0008,自社,企画部,2024-04,176.9
PJ-2024-J,市場調査,EMP-J0001,自社,企画部,2024-04,82.8
PJ-2024-J,市場調査,EMP-J0007,自社,企画部,2024-04,151.9
PJ-2024-J,最適化,EMP-J0035,自社,第1開発部,2024-04,17.0
PJ-2024-J,移植対応,EMP-J0034,自社,第1開発部,2024-04,14.2
PJ-2024-J,背景モデリング,EMP-J0063,自社,アート部,2024-04,10.3
PJ-2024-J,進行管理,EMP-J0132,自社,PMO,2024-04,52.3
PJ-2024-J,2Dイラスト,PTB-J0072,協力会社B,3DCGチーム,2024-05,12.5
PJ-2024-J,UI/UX設計,EMP-J0018,自社,ゲームデザイン部,2024-05,100.7
PJ-2024-J,UIアート,EMP-J0066,自社,アート部,2024-05,12.6
